(('n2@193|3', (1, 253)), '+')
(('n2@192|3', (1, 252)), '+')
(('n2@681|3', (1, 251)), '+')
(('n2@190|3', (1, 250)), '+')
(('n2@189|3', (1, 249)), '+')
(('n2@188|3', (1, 248)), '-')
(('n2@187|3', (1, 247)), '-')
(('n2@178|3', (1, 246)), '-')
(('n2@179|3', (1, 245)), '+')
(('n2@180|3', (1, 244)), '-')
(('n2@181|3', (1, 243)), '-')
(('n2@182|3', (1, 242)), '+')
(('n2@183|3', (1, 241)), '-')
(('n2@184|3', (1, 240)), '-')
(('n2@185|3', (1, 239)), '-')
(('n2@186|5', (1, 238)), '-')
(('n2@186|7', (1, 237)), '-')
(('n2@177|3', (1, 236)), '-')
(('n2@176|3', (1, 235)), '-')
(('n2@795|5', (1, 234)), '-')
(('n2@796|5', (1, 233)), '+')
(('n2@797|5', (1, 232)), '-')
(('n2@169|7', (1, 231)), '+')
(('n2@613|7', (1, 230)), '-')
(('n2@170|7', (1, 229)), '-')
